map	col1	col2	avgrr
3	19350000	19400000	4.73
3	19450000	19500000	4.72
3	19500000	19550000	4.72
3	19550000	19600000	4.71
3	19600000	19650000	4.7
3	19700000	19750000	4.69
3	19750000	19800000	4.69
3	19800000	19850000	4.69
3	19850000	19900000	4.695
3	19900000	19950000	4.71
3	19950000	20000000	4.75
3	20150000	20200000	4.81
3	20200000	20250000	4.8
3	20350000	20400000	4.73
3	20500000	20550000	4.52
3	20550000	20600000	4.49
3	20600000	20650000	4.33
3	20650000	20700000	4.3
3	20900000	20950000	3.59
3	21250000	21300000	2.33
3	21350000	21400000	2.05
3	21400000	21450000	1.87
3	21500000	21550000	1.64
3	21650000	21700000	1.32
3	21700000	21750000	1.23
3	21750000	21800000	1.07
3	22200000	22250000	0.22
3	22500000	22550000	0.15
3	22650000	22700000	0.27
3	22900000	22950000	0.76
3	23050000	23100000	1.47
3	23100000	23150000	1.63
3	23150000	23200000	1.94
3	23250000	23300000	2.53
3	23300000	23350000	2.68
3	23400000	23450000	3.535
3	23500000	23550000	4.18
3	23550000	23600000	4.61
3	23600000	23650000	4.97
3	23850000	23900000	6.93
3	23900000	23950000	7.24
3	24100000	24150000	8.76
3	24150000	24200000	9.19
3	24200000	24250000	9.65
3	24250000	24300000	9.96
3	24400000	24450000	10.88
3	24550000	24600000	11.87
3	24650000	24700000	12.59
3	24700000	24750000	13.12
3	24750000	24800000	13.395
3	24850000	24900000	13.89
3	24950000	25000000	14.6
3	25000000	25050000	14.73
3	25050000	25100000	15.12
3	25150000	25200000	15.485
3	25250000	25300000	15.75
3	25300000	25350000	15.89
3	25400000	25450000	16.096666666666668
3	25450000	25500000	16.223333333333333
3	25500000	25550000	16.26
3	25550000	25600000	16.4
3	25600000	25650000	16.51
3	25650000	25700000	16.52
3	25700000	25750000	16.525
3	25750000	25800000	16.58
3	25900000	25950000	15.575
3	26000000	26050000	14.64
3	26050000	26100000	14.44
3	26100000	26150000	13.76
3	26150000	26200000	13.51
3	26300000	26350000	12.46
3	26800000	26850000	8.426666666666666
4	0	50000	2.3033333333333332
4	100000	150000	2.825
4	200000	250000	3.39
4	250000	300000	3.7
4	300000	350000	3.965
4	350000	400000	4.266666666666667
4	400000	450000	4.7
4	500000	550000	5.203333333333333
4	550000	600000	5.556666666666667
4	600000	650000	5.93
4	650000	700000	6.31
4	700000	750000	6.793333333333333
4	750000	800000	7.005000000000001
4	850000	900000	7.914999999999999
4	900000	950000	8.13
4	950000	1000000	8.93
4	1000000	1050000	9.21
4	1150000	1200000	10.613333333333333
4	1250000	1300000	11.97
4	1300000	1350000	12.015
4	1350000	1400000	12.49
4	1500000	1550000	13.94
4	1600000	1650000	14.96
4	1650000	1700000	15.19
4	1700000	1750000	15.96
4	1750000	1800000	16.09
4	1800000	1850000	16.740000000000002
4	1850000	1900000	17.09
4	1900000	1950000	17.46
4	1950000	2000000	17.835
4	2049999	2100000	18.233333333333334
4	2250000	2300000	18.88
4	2300000	2350000	18.91
4	2400000	2450000	18.88
4	2500000	2550000	18.7
4	2550000	2600000	18.62
4	2800000	2850000	17.56
4	2850000	2900000	17.35
4	3100000	3150000	15.32
4	3250000	3300000	13.75
4	3300000	3350000	13.6
4	3800000	3850000	7.59
4	4000000	4050000	5.185
4	4099999	4150000	4.22
4	4150000	4200000	3.8600000000000003
4	4200000	4250000	3.4050000000000002
4	4400000	4450000	2.15
4	4500000	4550000	1.7033333333333334
4	4850000	4900000	0.46
4	4900000	4950000	0.26
4	5050000	5100000	0
4	5100000	5150000	0
4	5150000	5200000	0
4	5200000	5250000	0
4	5250000	5300000	0
4	5300000	5350000	0
4	5350000	5400000	0
4	5400000	5450000	0
4	5500000	5550000	0
4	5550000	5600000	0
4	5600000	5650000	0
4	5650000	5700000	0
4	5700000	5750000	0
4	5800000	5850000	0
4	5850000	5900000	0
4	5900000	5950000	0
